,year,month,region,district,site_code,product_code,stock_initial,stock_received,stock_distributed,stock_adjustment,stock_end,average_monthly_consumption,stock_stockout_days,stock_ordered,date,error
14770,2017,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,0,0,0,0,0,16,0,1000.0,2017-08-01,Fine
14771,2017,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,0,1000,0,0,1000,0,0,0.0,2017-09-01,Fine
14772,2017,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,1000,0,71,0,929,24,0,0.0,2017-10-01,Fine
14773,2017,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,929,0,78,0,851,50,0,0.0,2017-11-01,Fine
14774,2017,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,851,0,77,0,774,75,0,0.0,2017-12-01,Fine
14775,2018,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,774,0,95,0,679,83,0,0.0,2018-01-01,Fine
14776,2018,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,679,0,96,0,583,89,0,100.0,2018-02-01,Fine
14777,2018,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,583,0,83,-21,479,91,0,0.0,2018-03-01,Fine
14778,2018,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,479,0,104,0,375,94,0,0.0,2018-04-01,Fine
14779,2018,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,375,0,110,0,265,99,0,32.0,2018-05-01,Fine
14780,2018,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,265,50,82,0,233,99,0,75.0,2018-06-01,Fine
14781,2018,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,233,0,126,0,107,106,0,211.0,2018-07-01,Fine
14782,2018,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,107,225,71,0,261,93,0,100.0,2018-08-01,Fine
14783,2018,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,261,0,120,0,141,106,0,500.0,2018-09-01,Fine
14784,2018,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,141,100,125,-1,115,105,0,600.0,2018-10-01,Fine
14785,2018,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,115,600,78,0,637,108,0,0.0,2018-11-01,Fine
14786,2018,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,637,0,123,0,514,109,0,0.0,2018-12-01,Fine
14787,2019,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,514,0,103,0,411,101,0,0.0,2019-01-01,Fine
14788,2019,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,411,0,103,0,308,110,0,25.0,2019-02-01,Fine
14789,2019,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,308,25,138,0,195,115,0,150.0,2019-03-01,Fine
14790,2019,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,195,0,99,0,96,113,0,250.0,2019-04-01,Fine
14791,2019,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,96,150,108,0,138,115,0,500.0,2019-05-01,Fine
14792,2019,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,138,250,112,0,276,106,0,42.0,2019-06-01,Fine
14793,2019,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,276,0,114,0,162,111,0,171.0,2019-07-01,Fine
14794,2019,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,162,50,112,0,100,113,0,239.0,2019-08-01,Fine
14795,2019,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27133,100,175,115,-51,109,114,0,300.0,2019-09-01,Fine
14797,2017,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,0,67,0,0,67,0,0,0.0,2017-02-01,Fine
14798,2017,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,67,0,50,0,17,17,0,300.0,2017-03-01,Fine
14799,2017,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,17,0,44,39,12,31,0,250.0,2017-04-01,Fine
14800,2017,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,12,100,57,-38,17,50,0,300.0,2017-05-01,Fine
14801,2017,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,17,100,55,24,86,52,0,1000.0,2017-06-01,Fine
14802,2017,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,86,0,64,0,22,59,0,900.0,2017-07-01,Fine
14803,2017,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,22,300,35,0,287,51,0,100.0,2017-08-01,Fine
14804,2017,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,287,100,54,0,333,51,0,0.0,2017-09-01,Fine
14805,2017,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,333,0,66,0,267,52,0,200.0,2017-10-01,Fine
14806,2017,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,267,200,51,0,416,57,0,0.0,2017-11-01,Fine
14807,2017,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,416,0,49,0,367,55,0,200.0,2017-12-01,Fine
14808,2018,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,367,0,72,0,295,57,0,0.0,2018-01-01,Fine
14809,2018,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,295,0,44,0,251,55,0,200.0,2018-02-01,Fine
14810,2018,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,251,200,67,-50,334,61,0,100.0,2018-03-01,Fine
14811,2018,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,334,0,97,-6,231,69,0,0.0,2018-04-01,Fine
14812,2018,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,231,0,63,0,168,76,0,60.0,2018-05-01,Fine
14813,2018,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,168,60,60,30,198,73,0,0.0,2018-06-01,Fine
14814,2018,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,198,0,74,0,124,66,0,74.0,2018-07-01,Fine
14815,2018,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,124,74,50,0,148,61,0,150.0,2018-08-01,Fine
14816,2018,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,148,0,64,0,84,63,0,500.0,2018-09-01,Fine
14817,2018,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,84,150,75,0,159,63,0,300.0,2018-10-01,Fine
14818,2018,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,159,300,54,0,405,64,0,0.0,2018-11-01,Fine
14819,2018,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,405,0,66,-50,289,65,0,0.0,2018-12-01,Fine
14820,2019,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,289,0,79,0,210,66,0,0.0,2019-01-01,Fine
14821,2019,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,210,0,68,0,142,71,0,300.0,2019-02-01,Fine
14822,2019,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,142,300,60,0,382,69,0,0.0,2019-03-01,Fine
14823,2019,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,382,0,49,0,333,59,0,0.0,2019-04-01,Fine
14824,2019,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,333,0,77,0,256,62,0,0.0,2019-05-01,Fine
14825,2019,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,256,0,50,0,206,59,0,0.0,2019-06-01,Fine
14826,2019,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,206,0,74,0,132,67,0,69.0,2019-07-01,Fine
14827,2019,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,132,0,96,0,36,73,0,183.0,2019-08-01,Fine
14828,2019,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27000,36,69,83,0,22,84,0,300.0,2019-09-01,Fine
14830,2017,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,0,200,0,0,200,0,0,0.0,2017-02-01,Fine
14831,2017,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,200,0,5,0,195,2,0,0.0,2017-03-01,Fine
14832,2017,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,195,0,5,0,190,3,0,0.0,2017-04-01,Fine
14833,2017,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,190,0,0,0,190,3,0,0.0,2017-05-01,Fine
14834,2017,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,190,0,4,0,186,3,0,0.0,2017-06-01,Fine
14835,2017,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,186,0,16,0,170,7,0,0.0,2017-07-01,Fine
14836,2017,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,170,0,4,0,166,8,0,0.0,2017-08-01,Fine
14837,2017,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,166,0,2,0,164,7,0,0.0,2017-09-01,Fine
14838,2017,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,164,0,2,0,162,3,0,0.0,2017-10-01,Fine
14839,2017,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,162,0,1,-1,160,2,0,0.0,2017-11-01,Fine
14840,2017,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,160,0,0,0,160,1,0,0.0,2017-12-01,Fine
14841,2018,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,160,0,5,0,155,2,0,0.0,2018-01-01,Fine
14842,2018,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,155,0,4,0,151,3,0,0.0,2018-02-01,Fine
14843,2018,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,151,0,3,0,148,4,0,0.0,2018-03-01,Fine
14844,2018,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,148,0,4,-3,141,4,0,0.0,2018-04-01,Fine
14845,2018,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,141,0,2,0,139,3,0,0.0,2018-05-01,Fine
14846,2018,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,139,0,3,15,151,3,0,0.0,2018-06-01,Fine
14847,2018,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,151,0,6,0,145,4,0,0.0,2018-07-01,Fine
14848,2018,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,145,0,2,0,143,4,0,0.0,2018-08-01,Fine
14849,2018,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,143,0,5,0,138,4,0,0.0,2018-09-01,Fine
14850,2018,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,138,0,3,0,135,3,0,0.0,2018-10-01,Fine
14851,2018,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,135,0,3,0,132,4,0,0.0,2018-11-01,Fine
14852,2018,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,132,0,5,0,127,4,0,0.0,2018-12-01,Fine
14853,2019,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,127,0,7,0,120,5,0,0.0,2019-01-01,Fine
14854,2019,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,120,0,1,-119,0,4,0,15.0,2019-02-01,Fine
14855,2019,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,0,0,0,0,0,3,0,15.0,2019-03-01,Fine
14857,2019,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,0,15,3,0,12,1,0,0.0,2019-05-01,Fine
14858,2019,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,12,0,3,-4,5,2,0,1.0,2019-06-01,Fine
14859,2019,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,5,0,4,0,1,3,0,8.0,2019-07-01,Fine
14860,2019,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,1,1,2,0,0,3,10,9.0,2019-08-01,Fine
14861,2019,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27132,0,0,0,0,0,2,30,21.0,2019-09-01,Fine
14863,2017,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,0,100,0,0,100,0,0,0.0,2017-02-01,Fine
14864,2017,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,100,0,30,0,70,10,0,30.0,2017-03-01,Fine
14865,2017,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,70,0,19,0,51,16,0,0.0,2017-04-01,Fine
14866,2017,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,51,100,28,15,138,26,0,100.0,2017-05-01,Fine
14867,2017,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,138,100,22,-4,212,23,0,0.0,2017-06-01,Fine
14868,2017,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,212,0,35,-7,170,28,0,0.0,2017-07-01,Fine
14869,2017,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,170,0,23,0,147,27,0,0.0,2017-08-01,Fine
14870,2017,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,147,0,28,0,119,29,0,0.0,2017-09-01,Fine
14871,2017,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,119,0,23,-1,95,25,0,0.0,2017-10-01,Fine
14872,2017,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,95,0,23,0,72,25,0,100.0,2017-11-01,Fine
14873,2017,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,72,100,12,0,160,19,0,0.0,2017-12-01,Fine
14874,2018,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,160,0,18,0,142,18,0,0.0,2018-01-01,Fine
14875,2018,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,142,0,6,0,136,12,0,0.0,2018-02-01,Fine
14876,2018,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,136,0,17,-9,110,14,0,0.0,2018-03-01,Fine
14877,2018,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,110,0,4,-1,105,9,0,0.0,2018-04-01,Fine
14878,2018,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,105,0,19,-1,85,13,0,0.0,2018-05-01,Fine
14879,2018,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,85,0,19,0,66,14,0,0.0,2018-06-01,Fine
14880,2018,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,66,0,16,-2,48,18,0,0.0,2018-07-01,Fine
14881,2018,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,48,0,18,0,30,18,0,100.0,2018-08-01,Fine
14882,2018,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,30,0,19,-1,10,18,0,100.0,2018-09-01,Fine
14883,2018,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,10,0,8,-2,0,15,0,100.0,2018-10-01,Fine
14884,2018,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,0,0,0,0,0,9,0,100.0,2018-11-01,Fine
14885,2018,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,0,0,0,0,0,3,0,100.0,2018-12-01,Fine
14888,2019,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,0,100,0,0,100,0,0,0.0,2019-03-01,Fine
14889,2019,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,100,0,1,0,99,0,0,0.0,2019-04-01,Fine
14890,2019,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,99,0,3,0,96,1,0,0.0,2019-05-01,Fine
14891,2019,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,96,0,3,-10,83,2,0,0.0,2019-06-01,Fine
14892,2019,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,83,0,6,0,77,4,0,0.0,2019-07-01,Fine
14893,2019,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,77,0,5,0,72,5,0,0.0,2019-08-01,Fine
14894,2019,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27134,72,0,9,-1,62,7,0,0.0,2019-09-01,Fine
14896,2017,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,0,20,0,0,20,0,0,0.0,2017-03-01,Fine
14897,2017,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,20,0,0,0,20,0,0,0.0,2017-04-01,Fine
14898,2017,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,20,0,2,-1,17,1,0,10.0,2017-05-01,Fine
14899,2017,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,17,10,7,0,20,3,0,50.0,2017-06-01,Fine
14900,2017,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,20,0,20,0,0,10,0,30.0,2017-07-01,Fine
14901,2017,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,0,30,10,0,20,12,0,20.0,2017-08-01,Fine
14902,2017,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,20,20,15,0,25,15,0,20.0,2017-09-01,Fine
14903,2017,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,25,0,14,-2,9,13,0,30.0,2017-10-01,Fine
14904,2017,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,9,30,12,0,27,14,0,100.0,2017-11-01,Fine
14905,2017,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,27,100,17,0,110,14,0,0.0,2017-12-01,Fine
14906,2018,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,110,0,12,0,98,14,0,0.0,2018-01-01,Fine
14907,2018,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,98,0,7,-1,90,12,0,0.0,2018-02-01,Fine
14908,2018,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,90,0,9,0,81,9,0,0.0,2018-03-01,Fine
14909,2018,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,81,0,6,0,75,7,0,0.0,2018-04-01,Fine
14910,2018,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,75,0,5,0,70,7,0,0.0,2018-05-01,Fine
14911,2018,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,70,0,1,-17,52,4,0,0.0,2018-06-01,Fine
14912,2018,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,52,0,3,0,49,3,0,0.0,2018-07-01,Fine
14913,2018,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,49,0,2,0,47,2,0,10.0,2018-08-01,Fine
14914,2018,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,47,0,2,0,45,2,0,0.0,2018-09-01,Fine
14915,2018,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,45,10,14,-1,40,6,0,50.0,2018-10-01,Fine
14916,2018,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,40,50,4,0,86,7,0,0.0,2018-11-01,Fine
14917,2018,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,86,0,6,0,80,8,0,0.0,2018-12-01,Fine
14918,2019,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,80,0,7,0,73,6,0,0.0,2019-01-01,Fine
14919,2019,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,73,0,2,0,71,5,0,0.0,2019-02-01,Fine
14920,2019,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,71,0,2,0,69,4,0,0.0,2019-03-01,Fine
14921,2019,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,69,0,2,0,67,2,0,0.0,2019-04-01,Fine
14922,2019,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,67,0,3,0,64,2,0,0.0,2019-05-01,Fine
14923,2019,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,64,0,2,-7,55,2,0,0.0,2019-06-01,Fine
14924,2019,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,55,0,3,0,52,3,0,0.0,2019-07-01,Fine
14925,2019,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,52,0,0,0,52,2,0,0.0,2019-08-01,Fine
14926,2019,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27137,52,0,4,0,48,2,0,0.0,2019-09-01,Fine
14928,2017,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,0,10,7,10,13,4,0,30.0,2017-03-01,Fine
14929,2017,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,13,0,10,0,3,6,0,30.0,2017-04-01,Fine
14930,2017,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,3,0,19,16,0,12,0,80.0,2017-05-01,Fine
14931,2017,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,0,0,0,0,0,10,0,100.0,2017-06-01,Fine
14932,2017,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,0,0,0,0,0,6,0,30.0,2017-07-01,Fine
14937,2017,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,0,50,0,0,50,0,0,0.0,2017-12-01,Fine
14938,2018,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,50,0,10,0,40,3,0,20.0,2018-01-01,Fine
14939,2018,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,40,20,11,0,49,7,0,10.0,2018-02-01,Fine
14940,2018,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,49,10,11,-1,47,11,0,10.0,2018-03-01,Fine
14941,2018,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,47,0,15,-1,31,12,0,5.0,2018-04-01,Fine
14942,2018,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,31,5,7,0,29,11,0,5.0,2018-05-01,Fine
14943,2018,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,29,5,7,0,27,10,0,3.0,2018-06-01,Fine
14944,2018,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,27,0,8,-1,18,7,0,20.0,2018-07-01,Fine
14945,2018,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,18,20,19,0,19,11,0,20.0,2018-08-01,Fine
14946,2018,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,19,0,17,0,2,15,0,100.0,2018-09-01,Fine
14947,2018,10,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,2,20,14,0,8,17,0,50.0,2018-10-01,Fine
14948,2018,11,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,8,50,14,-2,42,15,0,50.0,2018-11-01,Fine
14949,2018,12,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,42,50,15,-2,75,14,0,0.0,2018-12-01,Fine
14950,2019,1,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,75,0,24,0,51,18,0,3.0,2019-01-01,Fine
14951,2019,2,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,51,3,21,0,33,20,0,50.0,2019-02-01,Fine
14952,2019,3,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,33,50,20,0,63,22,0,3.0,2019-03-01,Fine
14953,2019,4,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,63,0,15,0,48,19,0,9.0,2019-04-01,Fine
14954,2019,5,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,48,3,21,0,30,19,0,50.0,2019-05-01,Fine
14955,2019,6,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,30,9,18,0,21,18,0,33.0,2019-06-01,Fine
14956,2019,7,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,21,0,11,0,10,17,0,41.0,2019-07-01,Fine
14957,2019,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,10,33,14,0,29,14,0,14.0,2019-08-01,Fine
14958,2019,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27138,29,41,16,-1,53,14,0,0.0,2019-09-01,Fine
14970,2019,8,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27139,0,0,0,0,0,0,31,15.0,2019-08-01,Fine
14971,2019,9,N'ZI-IFOU-MORONOU,DIMBOKRO,C2004,AS27139,0,0,0,0,0,0,30,30.0,2019-09-01,Fine
14974,2016,1,LOH-DJIBOUA,DIVO,C2016,AS27132,0,0,70,100,30,70,0,100.0,2016-01-01,Fine
14975,2016,2,LOH-DJIBOUA,DIVO,C2016,AS27132,30,0,30,0,0,50,0,50.0,2016-02-01,Fine
14976,2016,1,LOH-DJIBOUA,DIVO,C2016,AS27134,0,0,1,1,0,36,0,1.0,2016-01-01,Fine
14978,2016,8,LOH-DJIBOUA,DIVO,C2016,AS27134,0,0,100,100,0,67,0,100.0,2016-08-01,Fine
14979,2016,9,LOH-DJIBOUA,DIVO,C2016,AS27134,0,100,20,0,80,73,0,0.0,2016-09-01,Fine
14980,2016,10,LOH-DJIBOUA,DIVO,C2016,AS27134,80,0,0,0,80,40,0,0.0,2016-10-01,Fine
14981,2016,11,LOH-DJIBOUA,DIVO,C2016,AS27134,80,0,80,0,0,33,0,100.0,2016-11-01,Fine
14982,2016,12,LOH-DJIBOUA,DIVO,C2016,AS27134,0,0,100,100,0,60,0,100.0,2016-12-01,Fine
14983,2017,1,LOH-DJIBOUA,DIVO,C2016,AS27134,0,100,0,0,100,60,0,0.0,2017-01-01,Fine
14984,2017,2,LOH-DJIBOUA,DIVO,C2016,AS27134,100,100,200,0,0,100,0,100.0,2017-02-01,Fine
14985,2017,3,LOH-DJIBOUA,DIVO,C2016,AS27134,0,100,0,0,100,67,0,0.0,2017-03-01,Fine
14986,2017,4,LOH-DJIBOUA,DIVO,C2016,AS27134,100,0,21,42,121,74,0,0.0,2017-04-01,Fine
14987,2017,5,LOH-DJIBOUA,DIVO,C2016,AS27134,121,0,10,0,111,10,0,0.0,2017-05-01,Fine
14988,2017,6,LOH-DJIBOUA,DIVO,C2016,AS27134,111,0,33,0,78,21,0,0.0,2017-06-01,Fine
14989,2017,7,LOH-DJIBOUA,DIVO,C2016,AS27134,78,0,25,0,53,23,0,100.0,2017-07-01,Fine
